bag_time_ns,bag_time_sec,stamp.sec,stamp.nanosec,level,name,msg,file,function,line
1780471523528604483,1780471523.528604507,1780471523,528082246,20,laica_velocity_predictor,Admittance force raw=-8.341 zeroed=-8.793 filtered=-11.790 eff=-6.790 adm_vx=-0.103 cmd_vx=0.397,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471524447728528,1780471524.447728634,1780471524,447363260,20,laica_velocity_predictor,Admittance force raw=-12.814 zeroed=-13.265 filtered=-13.414 eff=-8.414 adm_vx=-0.087 cmd_vx=0.413,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471524548647550,1780471524.548647642,1780471524,548237160,20,laica_velocity_predictor,Admittance force raw=-14.003 zeroed=-14.454 filtered=-12.826 eff=-7.826 adm_vx=-0.091 cmd_vx=0.409,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471525447976640,1780471525.447976589,1780471525,447448995,20,laica_velocity_predictor,Admittance force raw=-12.927 zeroed=-13.379 filtered=-12.380 eff=-7.380 adm_vx=-0.084 cmd_vx=0.416,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471525568499961,1780471525.568500042,1780471525,568065986,20,laica_velocity_predictor,Admittance force raw=-8.398 zeroed=-8.850 filtered=-12.752 eff=-7.752 adm_vx=-0.090 cmd_vx=0.410,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471526447997484,1780471526.447997570,1780471526,447492721,20,laica_velocity_predictor,Admittance force raw=-14.229 zeroed=-14.681 filtered=-12.136 eff=-7.136 adm_vx=-0.082 cmd_vx=0.418,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471526568457604,1780471526.568457603,1780471526,568138322,20,laica_velocity_predictor,Admittance force raw=-11.200 zeroed=-11.652 filtered=-12.258 eff=-7.258 adm_vx=-0.087 cmd_vx=0.413,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471527447957247,1780471527.447957277,1780471527,447557545,20,laica_velocity_predictor,Admittance force raw=-35.884 zeroed=-36.336 filtered=-32.278 eff=-27.278 adm_vx=-0.273 cmd_vx=0.227,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471527568463130,1780471527.568463087,1780471527,568169066,20,laica_velocity_predictor,Admittance force raw=-33.761 zeroed=-34.213 filtered=-32.746 eff=-27.746 adm_vx=-0.303 cmd_vx=0.197,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471528309717788,1780471528.309717894,1780471528,309365129,30,arduino_sensor_pub,Arduino parse errors: 1,/home/artemis/Documents/LAICA_ws/src/LAICA_enclc/src/arduino_sensor_pub.cpp,publishSensorData,339
1780471528448006272,1780471528.448006153,1780471528,447585289,20,laica_velocity_predictor,Admittance force raw=-58.954 zeroed=-59.406 filtered=-62.462 eff=-57.462 adm_vx=-0.682 cmd_vx=-0.091,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471528568639683,1780471528.568639755,1780471528,568276367,20,laica_velocity_predictor,Admittance force raw=-41.998 zeroed=-42.450 filtered=-54.821 eff=-49.821 adm_vx=-0.669 cmd_vx=-0.151,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471529448093964,1780471529.448093891,1780471529,447692406,20,laica_velocity_predictor,Admittance force raw=-16.154 zeroed=-16.606 filtered=-22.977 eff=-17.977 adm_vx=-0.312 cmd_vx=0.188,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471529568862935,1780471529.568862915,1780471529,568296984,20,laica_velocity_predictor,Admittance force raw=-23.825 zeroed=-24.277 filtered=-22.689 eff=-17.689 adm_vx=-0.277 cmd_vx=0.223,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471530448044601,1780471530.448044538,1780471530,447708039,20,laica_velocity_predictor,Admittance force raw=-21.306 zeroed=-21.758 filtered=-14.236 eff=-9.236 adm_vx=-0.135 cmd_vx=0.365,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471530569371044,1780471530.569370985,1780471530,568354796,20,laica_velocity_predictor,Admittance force raw=-9.842 zeroed=-10.293 filtered=-14.355 eff=-9.355 adm_vx=-0.133 cmd_vx=0.367,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471531448224540,1780471531.448224545,1780471531,447756419,20,laica_velocity_predictor,Admittance force raw=-57.567 zeroed=-58.019 filtered=-59.828 eff=-54.828 adm_vx=-0.664 cmd_vx=0.043,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471531568814784,1780471531.568814754,1780471531,568421162,20,laica_velocity_predictor,Admittance force raw=-44.801 zeroed=-45.252 filtered=-52.570 eff=-47.570 adm_vx=-0.649 cmd_vx=-0.017,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471532448202077,1780471532.448202133,1780471532,447814760,20,laica_velocity_predictor,Admittance force raw=-22.269 zeroed=-22.720 filtered=-13.206 eff=-8.206 adm_vx=-0.142 cmd_vx=0.277,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471532570264274,1780471532.570264339,1780471532,569030959,20,laica_velocity_predictor,Admittance force raw=-17.768 zeroed=-18.219 filtered=-14.318 eff=-9.318 adm_vx=-0.131 cmd_vx=0.337,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471533448332687,1780471533.448332787,1780471533,447867190,20,laica_velocity_predictor,Admittance force raw=-6.134 zeroed=-6.585 filtered=-6.898 eff=-1.898 adm_vx=-0.042 cmd_vx=0.458,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471533589102464,1780471533.589102507,1780471533,588518016,20,laica_velocity_predictor,Admittance force raw=-5.879 zeroed=-6.330 filtered=-6.000 eff=-1.000 adm_vx=-0.030 cmd_vx=0.470,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471534448403879,1780471534.448403835,1780471534,447934926,20,laica_velocity_predictor,Admittance force raw=1.424 zeroed=0.973 filtered=-3.606 eff=0.000 adm_vx=-0.002 cmd_vx=0.498,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471534589202619,1780471534.589202642,1780471534,588566808,20,laica_velocity_predictor,Admittance force raw=-6.785 zeroed=-7.236 filtered=-6.453 eff=-1.453 adm_vx=-0.005 cmd_vx=0.495,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471535448581326,1780471535.448581219,1780471535,447992750,20,laica_velocity_predictor,Admittance force raw=-10.832 zeroed=-11.284 filtered=-8.032 eff=-3.032 adm_vx=-0.038 cmd_vx=0.462,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471535588851110,1780471535.588851213,1780471535,588611193,20,laica_velocity_predictor,Admittance force raw=-0.048 zeroed=-0.499 filtered=-7.890 eff=-2.890 adm_vx=-0.047 cmd_vx=0.453,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471536448526385,1780471536.448526382,1780471536,448072216,20,laica_velocity_predictor,Admittance force raw=-19.523 zeroed=-19.974 filtered=-13.718 eff=-8.718 adm_vx=-0.110 cmd_vx=0.390,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471536589177631,1780471536.589177608,1780471536,588673443,20,laica_velocity_predictor,Admittance force raw=-14.852 zeroed=-15.304 filtered=-10.747 eff=-5.747 adm_vx=-0.098 cmd_vx=0.402,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471537448599940,1780471537.448600054,1780471537,448111273,20,laica_velocity_predictor,Admittance force raw=-9.898 zeroed=-10.350 filtered=-10.331 eff=-5.331 adm_vx=-0.057 cmd_vx=0.443,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471537589435613,1780471537.589435577,1780471537,588751896,20,laica_velocity_predictor,Admittance force raw=-20.145 zeroed=-20.597 filtered=-11.446 eff=-6.446 adm_vx=-0.058 cmd_vx=0.442,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471538310549817,1780471538.310549736,1780471538,309925494,30,arduino_sensor_pub,Arduino parse errors: 1,/home/artemis/Documents/LAICA_ws/src/LAICA_enclc/src/arduino_sensor_pub.cpp,publishSensorData,339
1780471538448647614,1780471538.448647499,1780471538,448157155,20,laica_velocity_predictor,Admittance force raw=-6.643 zeroed=-7.095 filtered=-10.982 eff=-5.982 adm_vx=-0.090 cmd_vx=0.410,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471538589482456,1780471538.589482546,1780471538,588792339,20,laica_velocity_predictor,Admittance force raw=-6.813 zeroed=-7.264 filtered=-10.864 eff=-5.864 adm_vx=-0.085 cmd_vx=0.415,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471539468810121,1780471539.468810081,1780471539,468257099,20,laica_velocity_predictor,Admittance force raw=-14.343 zeroed=-14.794 filtered=-11.451 eff=-6.451 adm_vx=-0.070 cmd_vx=0.430,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471539589256429,1780471539.589256525,1780471539,588838647,20,laica_velocity_predictor,Admittance force raw=-8.794 zeroed=-9.246 filtered=-11.895 eff=-6.895 adm_vx=-0.078 cmd_vx=0.422,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471540468908183,1780471540.468908072,1780471540,468263156,20,laica_velocity_predictor,Admittance force raw=-13.380 zeroed=-13.832 filtered=-10.408 eff=-5.408 adm_vx=-0.056 cmd_vx=0.444,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471540589467395,1780471540.589467287,1780471540,588978440,20,laica_velocity_predictor,Admittance force raw=-12.871 zeroed=-13.322 filtered=-10.569 eff=-5.569 adm_vx=-0.060 cmd_vx=0.440,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471541468818084,1780471541.468818188,1780471541,468302120,20,laica_velocity_predictor,Admittance force raw=-8.341 zeroed=-8.793 filtered=-10.588 eff=-5.588 adm_vx=-0.071 cmd_vx=0.429,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471541609645186,1780471541.609645128,1780471541,608961757,20,laica_velocity_predictor,Admittance force raw=-11.314 zeroed=-11.765 filtered=-10.856 eff=-5.856 adm_vx=-0.068 cmd_vx=0.432,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471542468844064,1780471542.468844175,1780471542,468376359,20,laica_velocity_predictor,Admittance force raw=-12.304 zeroed=-12.756 filtered=-16.581 eff=-11.581 adm_vx=-0.127 cmd_vx=0.373,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471542609788166,1780471542.609788179,1780471542,609006427,20,laica_velocity_predictor,Admittance force raw=-112.624 zeroed=-113.076 filtered=-56.617 eff=-51.617 adm_vx=-0.245 cmd_vx=0.319,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471543468892166,1780471543.468892097,1780471543,468424877,20,laica_velocity_predictor,Admittance force raw=-14.088 zeroed=-14.539 filtered=-19.340 eff=-14.340 adm_vx=-0.463 cmd_vx=-0.030,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471543609753448,1780471543.609753370,1780471543,609077667,20,laica_velocity_predictor,Admittance force raw=-13.069 zeroed=-13.520 filtered=-16.078 eff=-11.078 adm_vx=-0.326 cmd_vx=0.040,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471544469058459,1780471544.469058514,1780471544,468493052,20,laica_velocity_predictor,Admittance force raw=-14.682 zeroed=-15.134 filtered=-14.002 eff=-9.002 adm_vx=-0.131 cmd_vx=0.369,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471544610717930,1780471544.610718012,1780471544,609156277,20,laica_velocity_predictor,Admittance force raw=-27.364 zeroed=-27.815 filtered=-15.719 eff=-10.719 adm_vx=-0.122 cmd_vx=0.378,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471545469112178,1780471545.469112158,1780471545,468542419,20,laica_velocity_predictor,Admittance force raw=-8.568 zeroed=-9.019 filtered=-15.157 eff=-10.157 adm_vx=-0.138 cmd_vx=0.362,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471545609952853,1780471545.609952927,1780471545,609488028,20,laica_velocity_predictor,Admittance force raw=-10.974 zeroed=-11.426 filtered=-13.911 eff=-8.911 adm_vx=-0.127 cmd_vx=0.373,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471546469045291,1780471546.469045401,1780471546,468603123,20,laica_velocity_predictor,Admittance force raw=-8.596 zeroed=-9.048 filtered=-13.583 eff=-8.583 adm_vx=-0.122 cmd_vx=0.378,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471546629880499,1780471546.629880428,1780471546,629274482,20,laica_velocity_predictor,Admittance force raw=-12.163 zeroed=-12.614 filtered=-13.239 eff=-8.239 adm_vx=-0.114 cmd_vx=0.386,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471547469029328,1780471547.469029427,1780471547,468641243,20,laica_velocity_predictor,Admittance force raw=-9.870 zeroed=-10.322 filtered=-9.486 eff=-4.486 adm_vx=-0.113 cmd_vx=0.387,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471547630470842,1780471547.630470753,1780471547,629418272,20,laica_velocity_predictor,Admittance force raw=-7.634 zeroed=-8.085 filtered=-7.819 eff=-2.819 adm_vx=-0.080 cmd_vx=0.420,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471548311864188,1780471548.311864138,1780471548,310429389,30,arduino_sensor_pub,Arduino parse errors: 1,/home/artemis/Documents/LAICA_ws/src/LAICA_enclc/src/arduino_sensor_pub.cpp,publishSensorData,339
1780471548469369616,1780471548.469369650,1780471548,468694475,20,laica_velocity_predictor,Admittance force raw=-11.795 zeroed=-12.246 filtered=-9.835 eff=-4.835 adm_vx=-0.055 cmd_vx=0.445,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471548649988114,1780471548.649988174,1780471548,649343311,20,laica_velocity_predictor,Admittance force raw=-12.644 zeroed=-13.096 filtered=-11.130 eff=-6.130 adm_vx=-0.057 cmd_vx=0.443,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471549469802302,1780471549.469802380,1780471549,468744676,20,laica_velocity_predictor,Admittance force raw=-8.087 zeroed=-8.538 filtered=-12.186 eff=-7.186 adm_vx=-0.091 cmd_vx=0.409,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471549650051821,1780471549.650051832,1780471549,649463629,20,laica_velocity_predictor,Admittance force raw=-6.105 zeroed=-6.557 filtered=-11.835 eff=-6.835 adm_vx=-0.091 cmd_vx=0.409,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471550469876033,1780471550.469876051,1780471550,468818343,20,laica_velocity_predictor,Admittance force raw=-7.294 zeroed=-7.746 filtered=-9.954 eff=-4.954 adm_vx=-0.068 cmd_vx=0.432,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471550650269337,1780471550.650269270,1780471550,649498639,20,laica_velocity_predictor,Admittance force raw=-9.219 zeroed=-9.670 filtered=-9.120 eff=-4.120 adm_vx=-0.065 cmd_vx=0.435,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471551469274471,1780471551.469274521,1780471551,468860592,20,laica_velocity_predictor,Admittance force raw=-11.200 zeroed=-11.652 filtered=-11.010 eff=-6.010 adm_vx=-0.090 cmd_vx=0.410,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471551651566248,1780471551.651566267,1780471551,649504120,20,laica_velocity_predictor,Admittance force raw=-11.002 zeroed=-11.454 filtered=-10.298 eff=-5.298 adm_vx=-0.079 cmd_vx=0.421,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471552469855734,1780471552.469855785,1780471552,468961637,20,laica_velocity_predictor,Admittance force raw=-13.833 zeroed=-14.285 filtered=-10.679 eff=-5.679 adm_vx=-0.058 cmd_vx=0.442,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471552649841179,1780471552.649841070,1780471552,649554859,20,laica_velocity_predictor,Admittance force raw=-4.463 zeroed=-4.915 filtered=-9.127 eff=-4.127 adm_vx=-0.059 cmd_vx=0.441,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471553469386324,1780471553.469386339,1780471553,468962396,20,laica_velocity_predictor,Admittance force raw=-27.109 zeroed=-27.561 filtered=-31.690 eff=-26.690 adm_vx=-0.193 cmd_vx=0.323,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471553650164934,1780471553.650164843,1780471553,649665098,20,laica_velocity_predictor,Admittance force raw=-31.978 zeroed=-32.429 filtered=-34.923 eff=-29.923 adm_vx=-0.284 cmd_vx=0.233,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471554469466200,1780471554.469466209,1780471554,469025984,20,laica_velocity_predictor,Admittance force raw=-4.520 zeroed=-4.972 filtered=-9.742 eff=-4.742 adm_vx=-0.165 cmd_vx=0.335,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471554651329319,1780471554.651329279,1780471554,649686349,20,laica_velocity_predictor,Admittance force raw=-3.756 zeroed=-4.207 filtered=-5.594 eff=-0.594 adm_vx=-0.093 cmd_vx=0.407,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471555469556965,1780471555.469557047,1780471555,469189905,20,laica_velocity_predictor,Admittance force raw=-6.020 zeroed=-6.472 filtered=-4.928 eff=0.000 adm_vx=-0.003 cmd_vx=0.497,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471555650058699,1780471555.650058746,1780471555,649720024,20,laica_velocity_predictor,Admittance force raw=-3.190 zeroed=-3.641 filtered=-3.798 eff=0.000 adm_vx=-0.002 cmd_vx=0.498,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471556489710946,1780471556.489711046,1780471556,489184742,20,laica_velocity_predictor,Admittance force raw=3.576 zeroed=3.124 filtered=1.121 eff=0.000 adm_vx=-0.000 cmd_vx=0.500,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471556651392677,1780471556.651392698,1780471556,649759724,20,laica_velocity_predictor,Admittance force raw=9.407 zeroed=8.956 filtered=0.783 eff=0.000 adm_vx=-0.000 cmd_vx=0.500,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471557489767934,1780471557.489768028,1780471557,489185438,20,laica_velocity_predictor,Admittance force raw=3.491 zeroed=3.039 filtered=-4.555 eff=0.000 adm_vx=-0.005 cmd_vx=0.495,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471557650406025,1780471557.650406122,1780471557,649828938,20,laica_velocity_predictor,Admittance force raw=3.887 zeroed=3.436 filtered=-1.343 eff=0.000 adm_vx=-0.003 cmd_vx=0.497,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471558312594186,1780471558.312594175,1780471558,311605332,30,arduino_sensor_pub,Arduino parse errors: 1,/home/artemis/Documents/LAICA_ws/src/LAICA_enclc/src/arduino_sensor_pub.cpp,publishSensorData,339
1780471558489746398,1780471558.489746332,1780471558,489242050,20,laica_velocity_predictor,Admittance force raw=-5.058 zeroed=-5.509 filtered=-0.471 eff=0.000 adm_vx=-0.000 cmd_vx=0.500,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471558650537139,1780471558.650537252,1780471558,649960435,20,laica_velocity_predictor,Admittance force raw=-5.058 zeroed=-5.509 filtered=-2.664 eff=0.000 adm_vx=-0.000 cmd_vx=0.500,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471559490053015,1780471559.490052938,1780471559,489608863,20,laica_velocity_predictor,Admittance force raw=-12.021 zeroed=-12.473 filtered=-4.166 eff=0.000 adm_vx=-0.000 cmd_vx=0.500,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471559650459673,1780471559.650459766,1780471559,650028321,20,laica_velocity_predictor,Admittance force raw=-12.871 zeroed=-13.322 filtered=-4.973 eff=0.000 adm_vx=-0.000 cmd_vx=0.500,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471560510049582,1780471560.510049582,1780471560,509351719,20,laica_velocity_predictor,Admittance force raw=-16.947 zeroed=-17.398 filtered=-25.885 eff=-20.885 adm_vx=-0.210 cmd_vx=0.290,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471560670484658,1780471560.670484543,1780471560,669995703,20,laica_velocity_predictor,Admittance force raw=-17.456 zeroed=-17.908 filtered=-22.391 eff=-17.391 adm_vx=-0.223 cmd_vx=0.277,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471561509894046,1780471561.509894133,1780471561,509406596,20,laica_velocity_predictor,Admittance force raw=2.896 zeroed=2.445 filtered=-3.216 eff=0.000 adm_vx=-0.043 cmd_vx=0.457,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
1780471561670578033,1780471561.670578003,1780471561,670060565,20,laica_velocity_predictor,Admittance force raw=-7.945 zeroed=-8.397 filtered=-5.579 eff=-0.579 adm_vx=-0.023 cmd_vx=0.477,/home/artemis/Documents/LAICA_ws/src/laica_bringup/src/laica_velocity_predictor.cpp,computeAdmittanceVelocity,665
